label,message,message_encoded,len_message
0,hmmm guess 4 kb n power yoga haha dunno tahan power yoga anot thk lo oso forgot liao,"[790, 180, 7, 992, 35, 896, 993, 149, 261, 896, 993, 145, 350, 723, 225]",15
0,dude friend m afraid,"[337, 63, 2]",3
1,december mobile 11mth entitle update late colour camera mobile free mobile update co free 08002986906,"[34, 805, 858, 326, 68, 370, 206, 34, 12, 34, 326, 948, 12]",13
0,coffee cake guess,"[989, 180]",2
0,merry christmas babe love ya kiss,"[806, 638, 81, 19, 124, 218]",6
0,hey watch x man lunch haha,"[55, 103, 136, 127, 161, 149]",6
0,cud u tell ppl m gona b bit l8 cos 2 bus hav gon past cos   m waitin 4 1 pete x,"[1, 21, 2, 108, 156, 89, 3, 255, 308, 978, 89, 2, 7, 79, 738, 136]",16
0,great guild meet bristol road   touch weekend plan flight good week,"[52, 56, 733, 396, 190, 123, 781, 9, 39]",9
0,problem,[188],1
0,callsmessagesmisse,[],0
0,hi dahow today class,"[41, 25, 151]",3
0,d s good sign know track record read woman,"[30, 6, 9, 732, 8, 807, 294, 897]",8
0,cool text park,"[179, 20, 517]",3
0,m read text send mean joke read light,"[2, 294, 20, 13, 117, 463, 294, 488]",8
0,kkapo kgood movie,[286],1
0,maybe book tomo return immediately  ,"[257, 199, 451, 518, 739]",5
1,germany 1 penny minute fix line access number 0844 861 85 85 prepayment direct access,"[79, 140, 548, 157, 808, 62, 626, 808]",8
0,chance evaporate soon violate privacy steal phone number employer paperwork cool contact report supervisor,"[184, 112, 36, 62, 179, 93]",6
1,valentine day special win å1000 quiz partner trip lifetime send 83600 150pmsg rcvd custcare08718720201,"[439, 16, 162, 33, 221, 539, 346, 13, 519, 994]",10
0,tadaaaaa home babe,"[26, 81]",2
0,cool come wine dine,"[179, 5, 628]",3
0,sleepingand surfing,[],0
0,sorry ill later,"[31, 17, 40]",3
0,u right hand phone,"[1, 70, 330, 36]",4
0,ok s great thanx lot,"[10, 6, 52, 260, 133]",5
0,post come 1000 text happy read wiv hello caroline end favourite bless,"[295, 5, 809, 20, 60, 294, 898, 146, 106]",9
0,u hide stranger,[1],1
0,interested like,"[995, 14]",2
0,sister clear round birla soft yesterday,"[438, 777, 810, 344]",4
0,gudnitetcpractice,[],0
0,dis yijue ju ur mail case huiming send u num dis num,"[267, 690, 4, 293, 547, 13, 1, 267]",8
0,small prestige problem,"[639, 188]",2
1,fancy shag dointereste sextextukcom txt xxuk suzy 69876 txt cost 150 msg tnc website x,"[433, 24, 24, 189, 640, 82, 891, 136]",8
0,check miss jeremiah great month,"[128, 44, 52, 171]",4
0,nah help ve iphone,"[711, 119, 67]",3
0,car hour half m apeshit,"[165, 135, 196, 2]",4
0,today sorry day angry misbehave hurt plz plz slap urself bcoz ur fault m basically good,"[25, 31, 16, 435, 236, 321, 321, 811, 634, 4, 2, 9]",12
0,yo guy figure need alcohol jay try figure safely spend weed,"[202, 113, 583, 23, 550, 48, 583, 363, 740]",9
0,ltgt ish minute 5 minute ago wtf,"[11, 140, 164, 140, 641]",5
0,thank callingforgot happy onam sirjii fine remember meet insurance personmeet qatar insha allahrakhesh ex tata aig join tisscotayseer,"[65, 60, 155, 228, 56, 996, 741, 223]",8
1,congratulation ur award 500 cd voucher 125gift guarantee   free entry 2 100 wkly draw txt music 87066 tnc wwwldewcom1win150ppmx3age16,"[516, 4, 107, 320, 578, 204, 138, 12, 298, 3, 465, 534, 166, 24, 351, 579, 891]",17
1,ur cashbalance currently 500 pound   maximize ur cashin send cash 86688 150pmsg cc 08708800282 hgsuite3422land roww1j6hl,"[4, 997, 584, 320, 278, 998, 4, 999, 13, 91, 419, 519, 899]",13
0,m actor work work evening sleep late m unemployed moment sleep late unemployed day saturday,"[2, 38, 38, 273, 84, 68, 2, 585, 84, 68, 16, 472]",12
0,hello st andrewsboy long way cold post,"[146, 586, 143, 66, 295]",5
0,ha ha cool cool chikku chikkudb,"[468, 468, 179, 179, 642]",5
0,oh ok prob,"[53, 10, 426]",3
0,check audrey status right,"[128, 70]",2
0,busy try finish new year look forward finally meet,"[409, 48, 105, 37, 92, 97, 643, 511, 56]",9
0,good afternoon sunshine dawn day   refresh happy alive breathe air smile   think love  ,"[9, 279, 783, 16, 60, 100, 22, 19]",8
0,know z care worry,"[8, 90, 219]",3
1,updatenow   xmas offer late motorola sonyericsson   nokia   free bluetooth double min   1000 txt orange mobileupd8 08000839402 call2optoutf4q,"[283, 152, 68, 587, 104, 12, 812, 345, 77, 809, 24, 262, 489, 520]",14
1,discount code rp176781 stop message reply stop wwwregalportfoliocouk customer service 08717205546,"[691, 264, 28, 61, 29, 28, 116, 88]",8
0,wat uniform,[58],1
0,cool text ready,"[179, 20, 186]",3
0,hello boytoy   geeee miss wake wish bed cuddle love,"[146, 482, 44, 177, 102, 246, 19]",7
0,spoil bed,[246],1
0,m bath msg   ltgt   min,"[2, 678, 82, 11, 77]",5
0,talk people sure pay agree price pls tell want buy willing pay,"[115, 137, 99, 147, 314, 59, 21, 15, 87, 147]",10
1,thank ringtone order reference t91 charge gbp 4 week unsubscribe anytime customer service 09057039994,"[65, 256, 318, 813, 207, 7, 39, 418, 485, 116, 88]",11
0,happen,[144],1
0,mei didt recognise face,[275],1
0,s lot thing happen lindsay new year sigh bar ptbo blue heron,"[6, 133, 51, 144, 37, 92, 637]",7
0,payasam rinu bring,[178],1
0,teach ranjith sir sm like becaus s verify project prabu tell today pa mistake,"[635, 224, 391, 14, 6, 521, 21, 25, 245, 814]",10
0,guess s worried know s way body repair m sure worry slow test guide ovulation relax ve reason worry ill followin,"[180, 6, 8, 6, 66, 2, 99, 219, 588, 304, 67, 440, 219, 17]",14
0,yeah sure couple minute track wallet,"[76, 99, 589, 140]",4
0,hey leave big deal care,"[55, 54, 168, 730, 90]",5
0,hey late ah meet 945,"[55, 68, 268, 56]",4
1,double min txt 4 6months free bluetooth orange available sony nokia motorola phone mobileupd8 08000839402 call2optoutn9dx,"[345, 77, 24, 7, 12, 812, 262, 462, 784, 104, 587, 36, 489, 520]",14
0,mr owl 3 lick,"[630, 94]",2
0,customer place,"[116, 110]",2
0,mm time like fun,"[742, 18, 14, 243]",4
1,4mth half price orange line rental   late camera phone 4 free phone 11mth   mobilesdirect free 08000938767 update or2stoptxt,"[196, 314, 262, 157, 644, 68, 206, 36, 7, 12, 36, 805, 12, 326]",14
0,yup lunch buffet u eat,"[172, 161, 1, 130]",4
0,huh late fr dinner,"[400, 68, 577, 220]",4
0,hey sit intro pilate kickboxing,"[55, 191]",2
0,morning ok,"[86, 10]",2
0,yes think office lap room think s day shut,"[75, 22, 322, 193, 22, 6, 16]",7
0,pick bout 730ish time  ,"[73, 522, 18]",3
0,performance award calculate monthnot current month period,"[107, 171]",2
0,actually sleep u text gr8 rock sis send u text wen wake,"[251, 84, 1, 20, 413, 551, 456, 13, 1, 20, 313, 177]",12
0,business picture ass facebook open people ve meet think picture room hurt feel violate,"[900, 590, 901, 411, 137, 67, 56, 22, 900, 193, 236, 64]",12
0,good evening sir al salam wahleykkumshare happy newsby grace god offer tayseertissco joinedhope fineinshah allahmeet sometimerakheshvisitor india,"[9, 273, 224, 60, 182, 152, 692]",7
0,hmmmkbut want change field quickly dai wanna system administrator network administrator,"[15, 238, 197, 979, 244]",5
1,free ringtone text 87131 poly text 87131 true tone help 0845 2814032 16 1st free tone 3xå150pw eånd txt stop,"[12, 256, 20, 441, 20, 310, 96, 119, 131, 200, 12, 96, 24, 28]",14
0,dear chechi talk,"[57, 115]",2
0,hair cream ship,[328],1
0,s happen til,"[6, 144, 319]",3
0,yep great loxahatchee xmas tree burn   ltgt   start hour,"[743, 52, 283, 11, 101, 135]",6
0,haha drive usf man know lot stoner,"[149, 185, 667, 127, 8, 133]",6
0,slightly disastrous class pm fav darling hope day ok coffee wld good stay late tomorrow time   place,"[151, 332, 46, 16, 10, 989, 9, 214, 68, 74, 18, 110]",12
0,hello good week fancy drink later,"[146, 9, 39, 433, 353, 40]",6
0,headin busetop,[],0
0,messagesome text miss sendername miss number miss sentdate miss miss u lot s y missing send fullonsmscom,"[20, 44, 44, 62, 44, 44, 44, 1, 133, 6, 148, 13]",12
0,come room point iron plan weekend,"[5, 193, 233, 123, 190]",5
0,cos want thing,"[89, 15, 51]",3
0,okie ill yan jiu skip ard oso cine den mrt blah blah blah,"[399, 17, 371, 350, 946, 252, 793]",7
0,bring home wendy d,"[178, 26, 30]",3
1,100 date service 09064012103 box334sk38ch,"[465, 195, 88]",3
0,whatsup u want sleep,"[1, 15, 84]",3
0,alright new goal,"[343, 37]",2
1,free entry å250 weekly competition text word win 80086 18 tc wwwtxttowincouk,"[12, 298, 490, 335, 20, 122, 33, 175, 342]",9
0,alright ill head minute text meet,"[343, 17, 364, 140, 20, 56]",6
1,send logo 2 ur lover   2 join heart txt love name1 name2 mobno eg love adam eve 07123456789 87077 yahoo pobox36504w45wq txtno 4 ad 150p,"[13, 3, 4, 684, 3, 223, 169, 24, 19, 616, 19, 420, 861, 902, 7, 354]",16
0,yesfrom week m live,"[39, 2, 129]",3
1,contact date service enter phone fancy find landline 09111032124   pobox12n146tf150p,"[93, 195, 88, 316, 36, 433, 71, 211]",8
0,siva hostel aha,[903],1
1,urgent mobile number award å2000 prize guarantee 09058094455 land line claim 3030 valid 12hrs,"[109, 34, 62, 107, 258, 69, 138, 401, 157, 49, 904, 341, 453]",13
0,send ur friend receive ur voice speak expression 1childish 2naughty 3sentiment 4rowdy 5ful attitude 6romantic 7shy 8attractive 9funny   ltgt irritate   ltgt lovable reply,"[13, 4, 63, 158, 4, 744, 159, 11, 11, 727, 29]",11
0,ok shell ok guess,"[10, 10, 180]",3
0,aathiwhere dear,[57],1
0,pain urination thing,"[300, 51]",2
0,7 esplanade ì mind lift cos car today,"[263, 45, 183, 791, 89, 165, 25]",7
0,wnt buy bmw car urgentlyit vry urgentbut hv shortage   ltgt lacsthere source arng dis amt ltgt lacsthat prob,"[87, 165, 11, 267, 11, 426]",6
0,home watch tv lor,"[26, 103, 282, 27]",4
0,usually fucking minute respond yes question,"[552, 140, 905, 75, 230]",5
1,congrats nokia 3650 video camera phone 09066382422 cost 150ppm ave 3mins vary mobile 16 close 300603 post bcm4284 ldn wc1n3xx,"[104, 249, 206, 36, 189, 229, 872, 34, 131, 301, 295, 745]",12
0,book ticket pongal,"[199, 477]",2
0,available m like right hillsborough amp   ltgt th,"[462, 2, 14, 70, 80, 11, 523]",7
0,message send askin   ltgt dollar shoul pay   ltgt     ltgt,"[61, 13, 11, 147, 11, 11]",6
0,ask g iouri ve tell story like time,"[42, 216, 67, 21, 379, 14, 18]",7
0,long applebee fucking,"[143, 552]",2
0,hi hope u txtjourney gdnow 50 min late think,"[41, 46, 1, 815, 77, 68, 22]",7
0,like love arrange,"[14, 19, 969]",3
0,yeshe greatbhaji tell kallis good cricketer sachin worldvery tough,"[21, 9, 816]",3
0,suppose wake gt,"[553, 177, 885]",3
0,oic tot din c find group liao,"[383, 906, 85, 71, 225]",5
0,sorry ill later,"[31, 17, 40]",3
0,hey hey werethe monkeespeople monkeyaround howdy gorgeous   howu doin foundurself jobyet sausagelove jen xxx,"[55, 55, 693, 227]",4
0,sorry battery die come m gram s place,"[31, 980, 415, 5, 2, 6, 110]",7
0,blimey exercise yeah kinda remember wot hmm,"[76, 817, 228, 336, 694]",5
0,concentration dear know mind,"[57, 8, 183]",3
0,lol   plan new year,"[95, 123, 37, 92]",4
0,10 min later k,"[491, 77, 40, 98]",4
0,hank lotsly,[],0
0,thank hope good day today,"[65, 46, 9, 16, 25]",5
0,kkwhat detail want transferacc,"[296, 15]",2
0,ok tell stay yeah tough optimistic thing improve month,"[10, 21, 214, 76, 816, 51, 171]",7
1,loan purpose å500   å75000 homeowner   tenant welcome previously refuse help free 0800 1956669 text help,"[674, 421, 492, 119, 12, 570, 20, 119]",8
0,si si think ill oreo truffle,"[22, 17]",2
0,look amy ure beautiful intelligent woman like u lot know u donåõt like like donåõt worry,"[97, 746, 402, 897, 14, 1, 133, 8, 1, 14, 14, 219]",12
0,hope s result consistently intelligent kind start ask practicum link ear open good ttyl,"[46, 6, 818, 493, 101, 42, 670, 411, 9]",9
0,120 cost guess bad miss ya need ya want ya love ya,"[189, 180, 192, 44, 124, 23, 124, 15, 124, 19, 124]",11
0,different feelingwavering decision cope individualtime heal believe,"[747, 395]",2
0,u phone die stay,"[1, 36, 415, 214]",4
0,great day reason thank god,"[52, 16, 440, 65, 182]",5
1,upgrdcentre orange customer claim free camera phone upgrade loyalty 0207 153 9153 offer end 26th july tcs apply optout available,"[262, 116, 49, 12, 206, 36, 988, 152, 106, 276, 234, 819, 462]",13
0,sorry ill later ok bye,"[31, 17, 40, 10]",4
0,ok way railway,"[10, 66]",2
0,great princess love receive oral doggy style fave position enjoy love   ltgt   time night,"[52, 253, 19, 158, 748, 170, 19, 11, 18, 47]",10
0,stuff road slippery,"[154, 733]",2
0,ride bike,[],0
0,yup need ill jus wait 4 e rain 2 stop,"[172, 23, 17, 331, 50, 7, 78, 503, 3, 28]",10
0,company tell language,"[434, 21]",2
1,okmail dear dave final notice collect 4 tenerife holiday 5000 cash award 09061743806 landline tcs sae box326 cw25wx 150ppm,"[57, 423, 237, 7, 167, 91, 107, 211, 276, 384, 229]",11
0,long scream princess,"[143, 591, 253]",3
0,mean money enter account bank remove flat rate transfer   ltgt   account   ltgt dollar remove bank differ charge differbe sure trust 9ja person send account detail cos,"[117, 121, 316, 176, 454, 645, 247, 11, 176, 11, 645, 454, 207, 99, 729, 139, 13, 176, 296, 89]",20
1,want 2 lay tonight want real dog location send direct 2 ur mob join uks large dogging network txte moan 69888nyt ec2a 31pmsg150p,"[15, 3, 880, 114, 15, 209, 429, 961, 13, 626, 3, 4, 312, 223, 726, 244, 785]",17
0,nice line broken heart plz cum 1 time infront wise ll trust u good 9 t,"[120, 157, 169, 321, 554, 79, 18, 317, 729, 1, 9, 235, 355]",13
0,ok m head usf like minute,"[10, 2, 364, 667, 14, 140]",6
0,love aathilove u lot,"[19, 1, 133]",3
0,tension ahwhat machiany problem,[188],1
0,k pick 8th,"[98, 73]",2
0,guy g think stay mcr,"[113, 216, 22, 214]",4
0,u sec,[1],1
0,yo carlos friend ask work weekend,"[202, 542, 63, 42, 38, 190]",6
0,watch tv lor,"[103, 282, 27]",3
0,thank baby wait taste real thing,"[65, 250, 50, 209, 51]",5
0,change fb jaykwon thuglyfe falconerf,[238],1
0,win 1 long time,"[33, 79, 143, 18]",4
1,free message activate 500 free text message reply message word free term   condition visit www07781482378com,"[12, 61, 320, 12, 20, 61, 29, 61, 122, 12, 555, 494]",12
0,dear reach railway happen,"[57, 141, 144]",3
0,depend quality want type send boye fade glory 6 want ralph maybe 2,"[984, 15, 480, 13, 226, 15, 257, 3]",8
0,think ve fix send test message,"[22, 67, 548, 13, 304, 61]",6
0,sorry man account dry want trade half buy shit credit card,"[31, 127, 176, 15, 196, 87, 217, 291, 437]",9
1,congrat 1 year special cinema pass 2 09061209465 c suprman v matrix3 starwars3 etc 4 free bx420ip45we 150pm miss,"[501, 79, 92, 162, 869, 474, 3, 85, 132, 567, 7, 12, 44]",13
0,sorryin meeting ill later,"[362, 17, 40]",3
0,class   ltgt   reunion,"[151, 11]",2
0,free nowcan,[12],1
0,meh,[820],1
0,nope think monday sorry reply late,"[524, 22, 749, 31, 29, 68]",6
0,tell accenture confirm true,"[21, 566, 310]",3
0,kate jackson rec center 7ish right,"[680, 70]",2
0,dear reache room,"[57, 193]",2
0,fight world easy u win lose bt fightng some1 close u dificult u lose   u lose u win   u lose,"[592, 205, 215, 1, 33, 187, 305, 301, 1, 1, 187, 1, 187, 1, 33, 1, 187]",17
0,ì come,"[45, 5]",2
0,check nuerologist,[128],1
0,lolnice fish water,[750],1
1,123 congratulation   week competition draw u win å1450 prize claim 09050002311 b4280703 tcsstop sm 08718727868 18 150ppm,"[516, 39, 166, 1, 33, 69, 49, 391, 175, 229]",10
0,wait e car dat bore wat cos wait outside 2 home stuff watch tv wat,"[50, 78, 165, 181, 695, 58, 89, 50, 525, 3, 26, 154, 103, 282, 58]",15
0,maybe westshore hyde park village place near house,"[257, 517, 110, 751, 212]",5
0,know s anthony bring money ve school fee pay rent stuff like s need help friend need,"[8, 6, 178, 121, 67, 272, 147, 696, 154, 14, 6, 23, 119, 63, 23]",15
0,s significance,[6],1
0,opinion 1 2 jada 3 kusruthi 4 lovable 5 silent 6 spl character 7 mature 8 stylish 9 simple pls reply,"[752, 79, 3, 94, 7, 727, 164, 821, 226, 263, 373, 235, 403, 59, 29]",15
0,8 late gs scrounge ammo want new ak try,"[373, 68, 15, 37, 48]",5
0,prabhaim sorydarealyfrm heart m sory,"[169, 2]",2
0,lol ok forgive,"[95, 10]",2
0,nojst change tat,[238],1
1,guarantee late nokia phone 40 gb ipod mp3 player å500 prize txt word collect 83355 ibhltd ldnw15h 150pmtmsgrcvd18,"[138, 68, 104, 36, 822, 646, 378, 421, 69, 24, 122, 237]",12
0,sno competition,[],0
1,boltblue tone 150p reply poly mono eg poly3 1 cha cha slide 2 yeah 3 slow jamz 6 toxic 8 come stop 4 tone txt,"[96, 354, 29, 441, 616, 79, 3, 76, 94, 588, 226, 373, 5, 28, 7, 96, 24]",17
1,credit httpwwwbubbletextcom renewal pin tgxxrz,[291],1
0,way transport problematic sat night way u want ask   n   join bday feel free need know definite nos book fri,"[66, 47, 66, 1, 15, 42, 35, 223, 505, 64, 12, 23, 8, 199, 526]",15
0,usually person unconscious s child adult behave abnormally ill,"[139, 6, 718, 17]",4
0,s ebay,[6],1
0,shall come pickle,"[270, 5]",2
0,taco,[],0
0,s rude campus,[6],1
1,urgent mobile award å2000 bonus caller prize 020903 2nd attempt contact 08718729755 box95qu,"[109, 34, 107, 258, 375, 424, 69, 265, 338, 93]",10
0,hi b ard 4 christmas enjoy n merry xmas,"[41, 108, 371, 7, 638, 170, 35, 806, 283]",9
1,today offer claim ur å150 worth discount voucher text yes 85023 savamob member offer mobile t cs 08717898035 å300 sub 16   unsub reply x,"[25, 152, 49, 4, 290, 455, 691, 204, 20, 75, 593, 753, 152, 34, 355, 556, 594, 131, 29, 136]",20
0,yes pretty lady like single,"[75, 527, 697, 14, 581]",5
1,recieve tone 24hrs term condition channel u teletext pg 750,"[96, 555, 1, 436]",4
0,jay doublefaggot,[550],1
1,private 2003 account statement 07815296484 800 unredeemed sim point 08718738001 identifier code 41782 expire 181104,"[410, 595, 176, 427, 596, 479, 688, 233, 508, 264, 428]",11
0,todaysundaysunday holidayso work,[38],1
0,gudnitetcpractice,[],0
0,ill late,"[17, 68]",2
0,ve hope l8r malaria know miss guy miss bani big pls love especially great day,"[67, 46, 8, 44, 113, 44, 168, 59, 19, 792, 52, 16]",12
0,good afternoon love day   hope maybe lead job think boytoy send passionate kiss sea,"[9, 279, 19, 16, 46, 257, 163, 22, 482, 13, 218, 528]",12
0,probably later tonight lt,"[240, 40, 114]",3
0,maybe fat finger press button know,"[257, 907, 908, 713, 8]",5
0,ummmmmaah happy return d day dear sweet heart happy birthday dear,"[60, 518, 30, 16, 57, 208, 169, 60, 210, 57]",10
0,tirupur da start office,"[43, 101, 322]",3
1,wwwapplausestorecom monthlysubscription50pmsg max6month tcsc web age16 2stop txt stop,"[24, 28]",2
0,famous quote   develop ability listen unconditionally lose temper self confidence mean   marry,"[724, 442, 187, 823, 117, 647]",6
0,college pa ill come self pa,"[513, 245, 17, 5, 823, 245]",6
0,4 oclock bash flat plan,"[7, 123]",2
0,girl stay bed girl need recovery time d pass fun coope bed,"[142, 214, 246, 142, 23, 18, 30, 474, 243, 246]",10
0,special,[162],1
0,know need hotel invitation apologise cali sweet come english bloke weddin,"[8, 23, 824, 208, 5]",5
