label,full_message,message_clean
0,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!   ",new theory argument win d situation lose person argue ur friend     kick amp m correct
1,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597   ,u 447801259231 secret admirer look 2 contact ufind rreveal think ur specialcall 09058094597
0,Tomarrow final hearing on my laptop case so i cant.   ,tomarrow final hearing laptop case
0,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx   ,pleassssssseeeeee tel v avent sportsx
0,"Okay. No no, just shining on. That was meant to be signing, but that sounds better.   ",okay shine mean sign sound
0,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...   ",tell u dat m baig face watch like e watch u cos fr u thanx 4 dat uve today m touch
0,U don't remember that old commercial?   ,u remember old commercial
0,Too late. I said i have the website. I didn't i have or dont have the slippers   ,late website slipper
0,I asked you to call him now ok   ,ask ok
0,Kallis wont bat in 2nd innings.   ,kallis bat 2nd innings
0,It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.   ,work oh ok goodnight ill fix ready time wake dearly miss good night sleep
1,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16   ,congratulation ur award 500 cd voucher 125gift guarantee   free entry 2 100 wkly draw txt music 87066 tnc wwwldewcom1win150ppmx3age16
0,Ranjith cal drpd Deeraj and deepak 5min hold   ,ranjith cal drpd deeraj deepak 5min hold
0,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.   ",wen ur lovable bcum angry wid u dnt seriously coz angry d childish n true way deep affection care n luv kettoda manda nice day da
0,What you doing?how are you?   ,doinghow
0,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.   ",3days shipping company 2wks way usp week lag bribe nipost stuff
0,"I'm back, lemme know when you're ready   ",m lemme know ready
0,Don't necessarily expect it to be done before you get back though because I'm just now headin out   ,necessarily expect m headin
0,Mmm so yummy babe ... Nice jolt to the suzy   ,mmm yummy babe   nice jolt suzy
0,Where are you lover ? I need you ...   ,lover   need
1,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW   ,try contact reply offer video handset 750 anytime network min unlimited text camcorder reply 08000930705
0,IÛ÷m parked next to a MINI!!!! When are you coming in today do you think?   ,iûm park mini come today think
0,Yup   ,yup
0,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.   ,m shop cos sis dun disturb u liao
0,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*   ,luton 0125698789 ur h
1,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698   ,hey horny want chat naked text hot 69698 text charge 150pm unsubscribe text stop 69698
0,Why you Dint come with us.   ,dint come
0,Same. Wana plan a trip sometme then   ,wana plan trip sometme
0,"Not sure yet, still trying to get a hold of him   ",sure try hold
1,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT   ,ur ringtone service change 25 free credit club4mobilescom choose content stop txt club stop 87070 150pwk club4 po box1146 mk45 2wt
0,The evo. I just had to download flash. Jealous?   ,evo download flash jealous
1,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.   ,ringtone club uk single chart mobile week choose quality ringtone message free charge
0,"Come to mu, we're sorting out our narcotics situation   ",come mu sort narcotic situation
0,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.   ",night end day morning come special way smile like sunny ray leave worry blue blue bay
1,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com   ,hmv bonus special 500 pound genuine hmv voucher win answer 4 easy question play send hmv 86688 infowww100percentrealcom
0,"Usf I guess, might as well take 1 car   ",usf guess 1 car
0,No objection. My bf not coming.   ,objection bf come
0,Thanx...   ,thanx
0,Tell rob to mack his gf in the theater   ,tell rob mack gf theater
0,"Awesome, I'll see you in a bit   ",awesome ill bit
0,Just sent it. So what type of food do you like?   ,send type food like
0,All done? All handed in? Celebrations in full swing yet?   ,hand celebration swing
0,You got called a tool?   ,tool
0,"\Wen u miss someone  the person is definitely special for u..... But if the person is so special  why to miss them  just Keep-in-touch\"" gdeve..""",wen u miss   person definitely special u person special   miss   keepintouch gdeve
0,Ok. I asked for money how far   ,ok ask money far
0,Okie...   ,okie
0,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down   ",yeah think usual guy pass night ahold anybody let know ill throw
0,"K, I might come by tonight then if my class lets out early   ",k come tonight class let early
0,Ok..   ,ok
0,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx   ,hi baby m cruisin girl friend r u 2 hour home s alright fone fone love jenny xxx
0,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..   ",life mean lot love life love people life world friend world ge
0,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.   ",dearshall mail tonitebusy streetshall update tonitething look okvarunnathu edukkukayee raksha ollubut good real sense
0,Hey you told your name to gautham ah?   ,hey tell gautham ah
0,Haf u found him? I feel so stupid da v cam was working.   ,haf u find feel stupid da v cam work
0,Oops. 4 got that bit.   ,oop 4 bit
0,Are you this much buzy   ,buzy
0,I accidentally deleted the message. Resend please.   ,accidentally delete message resend
1,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply   ,tmobile customer claim free camera phone upgrade   pay   sim card loyalty 0845 021 3680offer end 28thfebtcs apply
0,Unless it's a situation where YOU GO GURL would be more appropriate   ,situation gurl appropriate
0,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL   ,hurt tease cry end life die plz rise grave stupid miss u nice day bslvyl
0,I cant pick the phone right now. Pls send a message   ,pick phone right pls send message
0,Need a coffee run tomo?Can't believe it's that time of week already   ,need coffee run tomocant believe time week
0,"Awesome, I remember the last time we got somebody high for the first time with diesel :V   ",awesome remember time somebody high time diesel v
0,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?   ",shit shocking scary imagine second def night u think crash night save taxi
0,Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight?    ,oh way food fridge want meal tonight
0,He is a womdarfull actor   ,womdarfull actor
1,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE   ",sm ac blind date 4u rodds1 21 m aberdeen united kingdom check httpimg sm acwicmb3cktz8r74 blind date send hide
0,Yup... From what i remb... I think should be can book...    ,yup remb think book
0,Jos ask if u wana meet up?   ,jos ask u wana meet
0,Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.   ,lol yes friendship hang thread cause u buy stuff
1,"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468   ",themob check new selection content game tone gossip babe sport mobile fit funky text wap 82468
0,Where are the garage keys? They aren't on the bookshelf   ,garage key bookshelf
0,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy   ,today accept dayu accept brother sister lover dear1 best1 clos1 lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rply mean enemy
1,"Think ur smart ? Win å£200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week   ",think ur smart   win å200 week weekly quiz text play 85222 nowtcs winnersclub po box 84 m26 3uz 16 gbp150week
0,He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week   ,hell friend money s definitely buy end week
0,"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost.   ",hi way u 2day normal waythis real ur uniquei hope know u 4 rest mylife hope u find wot lose
0,You made my day. Do have a great day too.   ,day great day
0,K.k:)advance happy pongal.   ,kkadvance happy pongal
0,"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao...   ",hmmm guess 4 kb n power yoga haha dunno tahan power yoga anot thk lo oso forgot liao
0,"Not really dude, have no friends i'm afraid :(   ",dude friend m afraid
1,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906   ,december mobile 11mth entitle update late colour camera mobile free mobile update co free 08002986906
0,"Coffee cake, i guess...   ",coffee cake guess
0,"Merry Christmas to you too babe, i love ya *kisses*   ",merry christmas babe love ya kiss
0,Hey... Why dont we just go watch x men and have lunch... Haha    ,hey watch x man lunch haha
0,cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x   ,cud u tell ppl m gona b bit l8 cos 2 bus hav gon past cos   m waitin 4 1 pete x
0,That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week   ,great guild meet bristol road   touch weekend plan flight good week
0,No problem. How are you doing?   ,problem
0,No calls..messages..missed calls   ,callsmessagesmisse
